id,family,family_name,title,priority,severity,status,evidence_status,capability_dependencies,existing_issue_refs
NS-ADV-EVADE-005,EVADE,"Cloaking, anti-analysis, environment detection, and one-shot evasion","One-time, first-visit, or token-burn attack",P1,S3,UNMODELLED,UNMODELLED,F-03;F-05;F-06;F-07;F-08,#417;#420;#450
NS-ADV-EVADE-006,EVADE,"Cloaking, anti-analysis, environment detection, and one-shot evasion","Randomized DOM, text, and localization variants",P0,S3,UNMODELLED,UNMODELLED,F-03;F-05;F-06;F-07;F-08,#199;#200;#408;#449
NS-ADV-EVADE-007,EVADE,"Cloaking, anti-analysis, environment detection, and one-shot evasion","Debugger, DevTools, or instrumentation detection",P1,S3,UNMODELLED,UNMODELLED,F-03;F-05;F-06;F-07;F-08,#127;#420;#449
NS-ADV-EVADE-008,EVADE,"Cloaking, anti-analysis, environment detection, and one-shot evasion",NavSentinel fingerprinting and selective bypass,P0,S3,UNMODELLED,UNMODELLED,F-03;F-05;F-06;F-07;F-08,#458;#565;#591
NS-ADV-SELF-001,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance",Page imitates NavSentinel warning or trusted UI,P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#237;#455;#592
NS-ADV-SELF-002,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance","Page covers, relocates, removes, or races injected warning UI",P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#555;#568;#579;#591
NS-ADV-SELF-003,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance",Trusted-click redressing of a protection-lowering action,P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#464;#466;#445
NS-ADV-SELF-004,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance","Bridge message forgery, replay, or peer takeover",P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#175;#186;#523
NS-ADV-SELF-005,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance",Critical-event flood and queue starvation,P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#523;#460
NS-ADV-SELF-006,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance","Storage, import, or configuration poisoning",P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#474;#585;#558
NS-ADV-SELF-007,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance","Reason-code, diagnostic, or event-attribution spoofing",P1,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#215;#219;#539;#585;#591
NS-ADV-SELF-008,SELF,"NavSentinel self-protection, bridge integrity, UI authority, and tamper resistance",Degraded-mode concealment and stale unpacked loader,P0,S4,UNMODELLED,UNMODELLED,C-03;C-04;C-09;F-09,#175;#565;#215
NS-ADV-NATIVE-001,NATIVE,Native companion and operating-system boundary,Browser-tainted clipboard pasted into a shell-class target,P0,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#452;#591
NS-ADV-NATIVE-002,NATIVE,Native companion and operating-system boundary,Downloaded artifact reaches the execution boundary,P1,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#452;#415
NS-ADV-NATIVE-003,NATIVE,Native companion and operating-system boundary,Foreground-process or paste-destination misclassification,P0,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#452
NS-ADV-NATIVE-004,NATIVE,Native companion and operating-system boundary,"Native-messaging host spoof, protocol downgrade, or confused deputy",P0,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#244;#452
NS-ADV-NATIVE-005,NATIVE,Native companion and operating-system boundary,Companion installer or updater supply-chain compromise,P0,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#452
NS-ADV-NATIVE-006,NATIVE,Native companion and operating-system boundary,Local model tamper or prompt-injection influence,P1,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#245;#444;#452
NS-ADV-NATIVE-007,NATIVE,Native companion and operating-system boundary,"DNS, captive-portal, proxy, or certificate-context anomaly",P2,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#179;#452
NS-ADV-NATIVE-008,NATIVE,Native companion and operating-system boundary,OS clipboard replacement by another local process,P1,S4,UNMODELLED,UNMODELLED,N-01;N-02;N-03;N-04;N-05;N-06,#452
NS-ADV-AGENT-001,AGENT,"Browser agents, automation, prompt injection, and delegated action",Invisible prompt injection aimed at a browser agent,P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#448;#449
NS-ADV-AGENT-002,AGENT,"Browser agents, automation, prompt injection, and delegated action",Agent clicks a deceptive or retargeted surface,P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#448;#555;#568
NS-ADV-AGENT-003,AGENT,"Browser agents, automation, prompt injection, and delegated action",Agent submits credentials across an origin or task boundary,P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#448;#199;#200
NS-ADV-AGENT-004,AGENT,"Browser agents, automation, prompt injection, and delegated action",Agent downloads or executes an artifact,P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#448;#452
NS-ADV-AGENT-005,AGENT,"Browser agents, automation, prompt injection, and delegated action",Agent grants browser or site permissions,P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#448;#455
NS-ADV-AGENT-006,AGENT,"Browser agents, automation, prompt injection, and delegated action","Agent approves OAuth consent, payment, or wallet action",P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#397;#443;#448
NS-ADV-AGENT-007,AGENT,"Browser agents, automation, prompt injection, and delegated action",Fake success state or completion proof,P1,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#448;#591
NS-ADV-AGENT-008,AGENT,"Browser agents, automation, prompt injection, and delegated action","Multi-tab, multi-agent, or resumed-task state confusion",P0,S4,UNMODELLED,UNMODELLED,C-02;C-03;C-05;C-15,#223;#269;#448
